gene_symb,scores,logfoldchanges,pvals,pvals_adj
RINT1,3.564968,1.0531914,0.0003639004595903,0.0016050270869465
POU2F1,3.5636034,1.0946426,0.0003657986611821,0.001613172095813
TCP11L1,3.563492,1.9628683,0.0003659536067021,0.0016136281339881
HLA-DRB6,3.5594943,1.856363,0.0003715697214305,0.0016381610177008
B3GNTL1,3.55871,1.3865811,0.0003726805592834,0.0016425958603215
PIGB,3.5560727,1.1903744,0.0003764398392014,0.0016584645849497
EGR3,3.55462,2.4452436,0.0003785258421736,0.0016674201806834
PDK1,3.5539448,1.1646389,0.0003794987681241,0.0016714708016224
WWC3,3.5535004,1.0240253,0.0003801406035702,0.0016740622276213
ADM2,3.5534334,1.9860822,0.0003802375724782,0.0016741784858037
ARHGAP11A,3.5530057,1.5569882,0.0003808562929593,0.0016765065919937
SETD1A,3.5482655,1.1914045,0.0003877770793007,0.0017064916556549
ACTR8,3.5473075,1.1888795,0.0003891901313628,0.0017124693933534
CDK5RAP2,3.5463662,1.2074101,0.0003905831322212,0.0017181158264932
GDAP2,3.544492,1.0751101,0.0003933706085164,0.0017298914498956
CDC14A,3.5440538,1.095027,0.0003940249421413,0.0017322823593638
KAT6B,3.541821,1.0289751,0.0003973750499034,0.0017462751140386
GINS2,3.535695,2.3714094,0.0004067037897403,0.0017862676897965
DGKH,3.5351143,2.0204477,0.0004075986720156,0.0017899469873045
NAT6,3.5341206,1.3087741,0.0004091342546355,0.001796438458406
SLC39A9,3.5339215,1.1328243,0.0004094426684048,0.0017975405763355
GXYLT1,3.5314538,1.2982321,0.0004132818081972,0.0018138865568356
AC009302.1,3.5306048,1.261168,0.0004146105940379,0.0018194635332755
ACBD5,3.5297935,1.1780889,0.0004158840498792,0.0018245404912104
AP000547.3,3.5289927,1.373078,0.0004171446344862,0.001829814464892
AC060780.1,3.5256886,1.1469263,0.0004223831958717,0.0018525340027932
ZNF814,3.521397,1.0106796,0.0004292790786738,0.0018819878510722
MON1A,3.5213406,1.373556,0.0004293707340186,0.001882126144877
RRAS,3.5207222,1.0382166,0.0004303733446164,0.0018862569699448
NPTN,3.5183406,1.4674517,0.0004342546962442,0.0019027356274984
FASTKD1,3.5176845,1.3105395,0.0004353298462431,0.0019071796300152
RPL12P33,3.5149674,1.0333772,0.0004398080868631,0.0019257210191261
PRMT3,3.5129673,1.5025358,0.0004431320075186,0.0019394613205784
WARS2,3.5091224,1.6182954,0.0004495879840078,0.0019671095376935
ADCY3,3.5077367,2.3300822,0.0004519362532697,0.0019766134971544
ZNF507,3.5070133,1.4470953,0.0004531664420726,0.0019811637067488
NEK4,3.4978309,1.3323361,0.0004690586037243,0.0020489249359949
AL022067.1,3.4971013,2.8405557,0.0004703433112029,0.0020542501627946
ATG2B,3.4900928,1.1193359,0.0004828529501224,0.0021077106819022
ATXN7L3,3.4883716,1.1495562,0.0004859722750764,0.0021204400647878
EP400NL,3.4878726,1.2872645,0.0004868800449532,0.0021240588077759
RIDA,3.4878411,1.4637808,0.0004869373102812,0.0021240588077759
GCC1,3.4865875,1.431372,0.0004892254115325,0.0021336291976679
RHEBL1,3.4840949,2.566425,0.0004938046471946,0.00215281499698
SPATA2L,3.483319,1.4019854,0.0004952377745208,0.0021587623497175
MORC2,3.4815412,1.1078146,0.0004985369903677,0.0021728412730238
AL357055.1,3.4807906,1.0540502,0.0004999359621832,0.0021786353391676
STRADB,3.480382,1.357757,0.0005006995109445,0.0021816591131621
FAHD1,3.480298,1.1821817,0.0005008562706616,0.0021820384987739
ARHGAP27,3.4802477,1.029522,0.0005009503484548,0.0021821447357358
TBC1D13,3.4759605,1.0760535,0.000509027345362,0.0022167114340236
IL17F,3.4756796,2.0265868,0.0005095608114035,0.0022187259860736
LMBR1,3.4756188,1.2446821,0.0005096763315892,0.0022189204141256
MACROD1,3.4745264,1.0356317,0.0005117558751131,0.0022273544906405
ALKBH6,3.4718492,1.3000197,0.0005168864502029,0.0022493720142188
LGMN,3.4716291,2.2378268,0.0005173104324839,0.0022509042456233
WRN,3.4694152,1.6807326,0.0005215925434192,0.0022689058248126
DHRS13,3.4676983,1.0938185,0.0005249363337167,0.00228249986738
RPE,3.466409,1.3499293,0.0005274603597711,0.0022925196175448
C10orf35,3.463084,1.4652023,0.0005340217604832,0.0023207155228996
NDUFV2,3.4599414,1.1971294,0.0005402930733613,0.0023473173886525
ARFGEF2,3.459606,1.0774943,0.0005409664972491,0.0023499170359835
RCOR1,3.4592307,1.0124755,0.0005417208170031,0.0023528673187937
RAB11FIP4,3.4586415,1.2930582,0.0005429069494931,0.0023576920243522
WDR76,3.4578469,1.0743525,0.0005445105837164,0.0023643282328033
UPRT,3.4573061,1.021149,0.0005456047630349,0.0023687507952559
TRIB2,3.4549644,1.3743806,0.0005503656387449,0.0023887577647271
SPATC1L,3.4509099,1.0124348,0.0005587003481159,0.0024239249826601
TOP3A,3.4468112,1.0088396,0.0005672449220844,0.0024592918520333
ZNF714,3.4458635,1.0419476,0.0005692376899912,0.0024675898257394
C4orf46,3.4449558,1.1647604,0.0005711528032941,0.00247554892358
CEACAM21,3.4433184,1.5053297,0.0005746222624389,0.0024902418905503
ZNF275,3.4415658,1.9527022,0.0005783577887074,0.0025053902493386
ZNF592,3.4412513,1.5469713,0.0005790304263464,0.0025079570728086
LINC01003,3.4360478,1.1682112,0.0005902666092969,0.0025552105355589
DMXL1,3.4351463,1.3112419,0.0005922337562795,0.0025633717366422
HACD1,3.4349744,1.1628302,0.0005926095787776,0.0025642894584172
MDC1,3.43466,1.2487223,0.0005932976335006,0.002566912008089
FOXP4,3.434446,1.8143245,0.0005937659353936,0.0025685832002088
KCTD6,3.4335237,1.0638084,0.0005957900073661,0.0025769831358808
SAAL1,3.432987,1.2253859,0.0005969706027145,0.0025813764040318
GLI4,3.4322429,1.2669426,0.0005986113601782,0.002588113821947
ARHGAP10,3.4316494,1.7101499,0.0005999223499961,0.0025930658062851
AC025031.3,3.4299073,1.1648772,0.0006037873954905,0.002609051496026
TBC1D22B,3.4277732,1.2224271,0.0006085537756381,0.0026285594246111
CACTIN,3.4208045,1.3500104,0.0006243620189441,0.0026960969763012
LACC1,3.4201336,1.5022546,0.0006259038636357,0.0027020096338479
HECTD4,3.4186032,1.5121453,0.0006294344644223,0.0027161276895711
ACTN1,3.4171379,1.0608251,0.0006328324915657,0.0027304145161106
TMEM185A,3.416299,1.267077,0.0006347846681113,0.0027384600087124
PPP1R37,3.4155192,1.0827137,0.0006366052183754,0.0027455572992496
FASTKD5,3.413184,1.0763321,0.0006420861724202,0.0027676707247592
MIER2,3.4093285,1.4213793,0.000651230303513,0.0028063132443294
POC5,3.4083786,1.3297998,0.0006535012888574,0.0028153678183113
VTRNA1-1,3.4083745,1.1080093,0.0006535113315923,0.0028153678183113
GPR180,3.4078107,1.2590964,0.0006548633880213,0.0028208044493513
AC090559.2,3.4053032,1.6786551,0.0006609063144809,0.0028460511088864
SPINT1,3.4019613,1.2171662,0.0006690408035024,0.0028802882714788
C14orf80,3.4012194,1.4338126,0.0006708599206373,0.0028877227075992
GNG8,3.4007204,2.8232987,0.0006720855268632,0.0028922031241912
CHST7,3.3992233,1.4382651,0.0006757748468593,0.0029072803283887
CRIM1,3.3990579,1.4372495,0.0006761842036943,0.0029086417917123
ADAM12,3.3929236,1.4747791,0.0006915093391851,0.0029725218175763
ANO6,3.3903785,1.0469528,0.000697962003766,0.0029998473987533
ZNF384,3.389934,1.3153387,0.0006990945511001,0.0030043027023738
PIGK,3.3887138,1.1415824,0.0007022125000064,0.0030164598144742
DDX20,3.3886425,1.2135373,0.0007023950471408,0.003016830085189
HMG20A,3.3878417,1.0195254,0.0007044490511906,0.0030252371748496
TBC1D5,3.3858187,1.2641306,0.0007096627168224,0.0030459560420053
OAS1,3.3849883,1.0081346,0.0007118125679582,0.0030547647087911
AC126474.2,3.38463,1.6179659,0.0007127427821874,0.0030583375706554
RGS3,3.383481,1.6292549,0.0007157314348268,0.0030707408818667
ZDHHC5,3.3831372,1.0734988,0.000716628110247,0.0030741667022804
ZNF746,3.3807054,1.4625037,0.0007230003094013,0.0031006523336069
C5orf63,3.3785145,1.7336389,0.0007287858117357,0.0031246080448112
HIBADH,3.3759317,1.0348767,0.0007356618433136,0.0031527933172725
FAM234A,3.3750365,1.5199335,0.0007380590413021,0.0031626340005762
COQ7,3.374848,1.0631833,0.0007385652303984,0.0031643699957587
TXNRD2,3.373552,1.7100779,0.0007420497805805,0.0031788645067391
DUSP28,3.3732502,1.0798863,0.0007428639050254,0.0031819167893639
DOCK9,3.3729064,1.1508633,0.0007437921126543,0.0031854568238709
SLC12A9,3.370569,1.3380661,0.0007501314046539,0.0032117276645865
AP4E1,3.366944,1.5036225,0.0007600608686747,0.003253796261837
FECH,3.3663802,1.3690063,0.0007616166332302,0.0032600107181231
PDK2,3.3628645,1.3101766,0.0007713824490951,0.0033000076326843
BLOC1S3,3.362554,1.0924746,0.000772249869201,0.0033032671659227
ACAD9,3.3623466,1.9653672,0.0007728306082893,0.0033052997098959
AC093157.1,3.3573194,1.4232835,0.0007870218528174,0.0033646151329282
SNX13,3.3556504,1.2175109,0.0007917857578328,0.0033840573114256
TAB3,3.353858,1.4168086,0.0007969325700079,0.0034051249589955
ATP11C,3.353793,1.588484,0.0007971197615569,0.0034054600701472
SETD6,3.3506987,1.3552468,0.0008060798650267,0.0034418609919339
PI4KA,3.347382,1.2887185,0.0008157871535735,0.0034828349557598
ZNF740,3.3463945,1.540632,0.0008186981358551,0.003494786275632
PDK3,3.345644,1.243169,0.0008209171728517,0.0035037810249676
SGMS1,3.3445978,1.4709139,0.0008240194986845,0.0035165427999608
SLC19A1,3.3443296,2.0279038,0.0008248170366603,0.0035189870874605
SREBF1,3.3439145,1.612401,0.0008260521389699,0.0035237763655706
TIMM23B,3.343057,1.9948076,0.0008286088706651,0.0035342013825632
ATG9A,3.3373022,1.2886064,0.0008459592296183,0.0036067305880419
FEZ1,3.3365328,1.3419477,0.0008483043004719,0.0036162363447346
P2RX5,3.3356836,1.5049158,0.0008508991821456,0.0036268042869809
WASHC5,3.3341846,1.3236327,0.0008554982470996,0.0036459106594443
PIGU,3.3333755,1.5825499,0.000857990670193,0.0036560350945039
SLC25A28,3.3302286,1.3254834,0.0008677468512603,0.0036966015863691
BBS7,3.3233838,1.4634799,0.0008893249218822,0.0037864635068064
DLEU1,3.32148,1.1973346,0.0008954136034287,0.0038118688425504
STXBP5,3.3212433,1.1295356,0.0008961740334113,0.0038142095273699
UBR7,3.3212328,1.1343863,0.0008962076945806,0.0038142095273699
PANK4,3.321195,1.8456986,0.0008963288844938,0.0038142095273699
SLC27A2,3.3195703,1.1104757,0.0009015612127496,0.0038359536801747
FRAT2,3.3180838,1.0492369,0.0009063727305081,0.0038559017071931
ZBTB45,3.316824,1.3558462,0.0009104699482755,0.0038717539794179
WASHC2C,3.3162494,1.2972678,0.0009123435884594,0.0038791947444669
NOP9,3.315455,1.7484919,0.0009149411192803,0.0038897109824558
USP20,3.3130062,1.0019358,0.0009229893415387,0.003922328891547
AC011603.2,3.3111885,1.657212,0.0009290058579145,0.0039473608925448
ZNF324,3.3110564,1.0556494,0.000929444457297,0.0039486886570458
GEMIN8,3.3107212,1.0965054,0.0009305592229937,0.0039528883233153
BCDIN3D,3.3095973,1.3290402,0.0009343027204756,0.0039682518286506
FGFR1OP,3.308897,1.2591785,0.0009366424730115,0.0039776498674169
SLC35E4,3.3086834,1.6375148,0.0009373580895092,0.0039801490562276
MTHFR,3.3076854,1.1109955,0.000940704335457,0.0039938160606774
RPS15AP12,3.3065972,1.067813,0.0009443654773075,0.0040088160873069
DNAJC16,3.2997692,1.2538344,0.0009676440667862,0.004106519839407
NACC2,3.2992198,1.266085,0.0009695395529667,0.0041140063616942
CEP89,3.2987273,1.0492743,0.0009712426274899,0.0041206745134604
TRIM16,3.2981715,1.0446607,0.0009731664390587,0.0041277180131899
TBC1D25,3.2958276,1.0933682,0.0009813216581876,0.0041617448787097
ZSCAN32,3.2951925,1.4032843,0.0009835427570785,0.004170599575689
NINJ2,3.2950122,1.7805542,0.0009841740155436,0.0041727112526321
NSUN5P1,3.2941716,1.0607847,0.0009871223974269,0.0041846451916917
CENPN,3.2939389,1.3677387,0.0009879399770859,0.0041875441481708
FO393401.1,3.2937753,1.3027953,0.0009885148675586,0.0041894137815552
NAF1,3.2910478,1.1712719,0.0009981495296091,0.0042291014778881
LAYN,3.2864187,3.0212977,0.0010147002631877,0.0042980627625367
ENO3,3.2854629,1.3509008,0.0010181498425863,0.0043120911296119
DBT,3.2826283,1.0050977,0.001028441446425,0.0043545003555124
AC073611.1,3.2788568,2.0576851,0.0010422849849143,0.0044119872971836
EID2,3.2788527,1.3524481,0.0010423004706737,0.0044119872971836
TGFBRAP1,3.2778149,1.281851,0.0010461397499326,0.0044270417232248
PAK4,3.276842,1.4763881,0.0010497504672403,0.0044417211999677
CCDC51,3.2757058,1.1001952,0.0010539827584559,0.0044590263680603
ACACA,3.275448,1.3836044,0.0010549454183814,0.0044624960814566
TMEM156,3.2717667,1.2394546,0.0010687777614184,0.0045203972021846
ELAC1,3.2704585,1.124802,0.0010737333959581,0.0045401305011268
NCAPD3,3.2675464,1.4021435,0.0010848408570905,0.0045846203369364
FOXRED1,3.2665987,1.5179001,0.0010884782365277,0.0045993713986398
INTS7,3.2653368,1.7678069,0.001093340227456,0.0046192923845467
PDP2,3.2648525,1.349893,0.0010952112013999,0.0046265728449854
C9orf85,3.262106,1.1076084,0.0011058776125648,0.0046703714495571
INPP5E,3.2592318,1.0641646,0.0011171435148028,0.0047154058495538
PIGL,3.2585273,1.364046,0.0011199206665628,0.0047258539071089
C11orf54,3.2576406,1.1249534,0.0011234259783454,0.0047393682037152
CLEC16A,3.2572842,1.4681048,0.0011248375877916,0.0047443603291706
PBX2,3.2572653,1.5048697,0.0011249123657424,0.0047443603291706
SELENOI,3.2537055,1.586122,0.0011391029888228,0.0048029159282296
DIAPH2,3.2521563,1.3351355,0.0011453305317984,0.0048282652316439
DNAJC24,3.2453532,1.0312088,0.0011730503633043,0.0049427237149001
PPP2R5D,3.2447221,1.5350362,0.0011756527742442,0.0049530226068837
PYGB,3.2434852,1.2081736,0.0011807693293086,0.0049739093865171
KDM4B,3.2434118,1.0025759,0.0011810734992976,0.0049745214334826
BAHD1,3.2414243,1.5381995,0.0011893397497013,0.00500866400846
POLL,3.2404306,1.0388061,0.0011934928896168,0.0050254781961796
MGME1,3.240198,1.0812083,0.0011944673946137,0.0050289052834141
MAP9,3.2396069,1.0146883,0.0011969464711737,0.0050386650926217
LIPE,3.2388792,1.2257463,0.0012000034890577,0.0050508548522498
ZYG11B,3.2385082,1.1808983,0.0012015656089026,0.005056750104886
ZWILCH,3.238112,1.3705025,0.0012032357089394,0.0050624178020159
ARNTL2,3.2326946,1.1541625,0.0012262853600616,0.0051566238126363
NSDHL,3.2319777,1.2856526,0.0012293664235876,0.0051681917412663
MFSD3,3.2311034,1.5985724,0.001233132831663,0.005183329586817
HBEGF,3.2298017,1.458903,0.0012387615543943,0.0052041946906803
AC009133.1,3.2293026,1.4970541,0.0012409250602164,0.0052118852529089
TNFRSF14-AS1,3.2291055,1.2904727,0.0012417805149198,0.0052147786618367
MTM1,3.2288854,1.1584897,0.0012427367198973,0.0052180943323996
TRUB1,3.2274494,1.6079918,0.0012489915245013,0.0052436542804586
MIGA2,3.224208,1.2936236,0.0012632151918665,0.0053012372165304
OGFRL1,3.2224367,1.1806085,0.0012710525095523,0.005332685921204
ATP11A,3.2224345,1.3856695,0.0012710618110194,0.005332685921204
AC000089.1,3.222227,1.7381008,0.0012719829673703,0.005334925802551
BRMS1L,3.2222018,1.1173091,0.0012720946645538,0.005334925802551
FANK1,3.2206233,1.8701113,0.0012791218013035,0.0053636778787485
PRMT7,3.218336,1.3195356,0.0012893668045458,0.0054059137676933
AL139246.5,3.217881,1.3654692,0.001291413545524,0.0054130454516606
RNU7-45P,3.2172625,1.9108657,0.0012942007910286,0.0054240022711684
ABHD15,3.2141452,1.2896168,0.0013083351209606,0.0054825054834582
GEMIN4,3.2137341,1.4709142,0.0013102087422901,0.0054888876009965
AC106795.1,3.2132583,1.1267284,0.0013123817960713,0.0054972557079316
MED12,3.2125392,1.0084531,0.0013156716193786,0.0055102988328469
RNF214,3.2098746,1.0328839,0.001327928648099,0.0055594028480583
SNRPEP4,3.2081409,1.7027206,0.0013359604028654,0.0055915327060712
RPL7AP30,3.2077196,1.1787682,0.0013379192567393,0.0055989828719278
FANCF,3.2058957,1.0493389,0.0013464284730305,0.005633839625693
ZFYVE19,3.2031891,1.0987742,0.0013591474123725,0.0056847802068924
C2orf42,3.2007425,1.4892834,0.0013707399810572,0.0057317360505987
EEF1GP5,3.199803,1.4316609,0.0013752144293701,0.0057496780608903
FAM160B2,3.1984384,1.2609817,0.0013817403754036,0.0057749432573801
SMYD4,3.198363,1.0045938,0.0013821020892192,0.0057753901662277
GPR89B,3.1912832,1.3011787,0.001416423783258,0.0059117095544646
CCDC126,3.190971,1.1878405,0.0014179560730251,0.0059165275323147
AL356653.1,3.1885388,1.9924695,0.001429937672836,0.0059641372684388
VPS13B,3.1869667,1.2591838,0.001437734002123,0.005995057842652
FAM86DP,3.1861782,1.1730112,0.0014416572901832,0.0060106166994577
ZNF771,3.1850524,1.0250638,0.0014472776096216,0.0060332458041357
RPS14P4,3.1843626,2.0432937,0.0014507309405513,0.0060468365920662
FTO,3.1819286,1.3161759,0.0014629780926846,0.0060954500412572
NHLRC2,3.1809287,1.5026418,0.0014680374278072,0.0061140888403926
ADGRE1,3.1783857,1.9048107,0.001480975922459,0.0061671548221991
MICB,3.1779537,1.1912296,0.0014831836357739,0.0061755269707073
SPNS3,3.176526,1.1424115,0.0014905035506381,0.006205179719988
TTC31,3.1751237,1.2885987,0.0014977268771664,0.0062344225273807
SFT2D3,3.1732976,1.6141481,0.0015071795674405,0.0062729362536395
MAN2B1,3.1723857,1.8337487,0.0015119210365681,0.0062909979502971
MSANTD3,3.1684842,1.0922638,0.0015323613481152,0.0063743544799838
C1orf159,3.167939,1.4793999,0.0015352372379151,0.0063846212188019
ZNF282,3.1667063,2.1932836,0.0015417595161308,0.0064108940517359
AL355987.4,3.1656435,1.2840574,0.0015474037952587,0.0064318014381185
RPS10P16,3.164442,1.1036849,0.001553805735335,0.0064575539393516
TXNP4,3.1635554,1.6278999,0.0015585474138308,0.0064764005407376
HECTD3,3.1620207,1.2767394,0.0015667843632701,0.0065089007825861
DTX3,3.1597648,1.4721773,0.0015789650135886,0.0065577627723139
LIMK2,3.1587272,1.4543715,0.0015845977935485,0.0065802840203976
NCS1,3.15862,1.270884,0.001585179190551,0.0065818254389792
EXT2,3.15757,1.4067923,0.0015909010106309,0.0066047071789796
NOL12,3.1570039,1.5470191,0.0015939925048026,0.0066157872902806
PTCD1,3.1561317,1.3326285,0.0015987665218578,0.0066332022916722
AL031846.1,3.1561213,2.234326,0.0015988239818354,0.0066332022916722
CD38,3.153706,1.131763,0.0016121135519475,0.0066847950503282
ALG11,3.14975,1.3530703,0.0016341019959761,0.0067741781538474
SCLT1,3.1478736,1.0848835,0.0016446272706326,0.0068156903587432
UBASH3B,3.1478486,1.7234254,0.0016447688144953,0.0068156903587432
SMYD5,3.1460392,1.8094314,0.0016549776180508,0.0068560586931339
MAP3K20,3.1404083,1.032714,0.0016871257688303,0.0069847408366849
ZBED4,3.139597,1.4423441,0.0016918047462837,0.0070022601997212
PYCR3,3.1395192,1.3374633,0.0016922527149686,0.007003188574991
RPS6KC1,3.1391335,1.1871697,0.0016944820720308,0.0070111130899845
GTF3C4,3.1389995,1.0597261,0.0016952581336003,0.0070128454777595
YEATS2,3.138947,1.5723926,0.0016955613714388,0.0070131733290783
DROSHA,3.1346304,1.0629579,0.0017207079958708,0.0071162446253747
NDUFAF5,3.129448,1.0802693,0.0017513515037845,0.0072389699934241
AFAP1,3.1263535,1.5894225,0.0017698867813583,0.007313834632587
FBXO30,3.1252718,1.5040588,0.0017764090197501,0.0073388498241715
ATR,3.1249614,1.5179995,0.0017782838125623,0.0073456259175646
HSDL2,3.1220891,1.1679486,0.0017957248578335,0.0074157136670569
H3F3AP4,3.1178188,1.5950656,0.0018219481006606,0.007520039148403
BPNT1,3.1177475,1.4879336,0.0018223887690446,0.0075208665806717
BRD1,3.1175966,1.3194963,0.0018233222724856,0.0075237274214282
CENPW,3.1167872,1.5206208,0.0018283343850791,0.0075424213348107
CARD8-AS1,3.116043,1.1747988,0.0018329551434212,0.0075604872211387
BIK,3.11302,1.1738158,0.0018518350652211,0.007635344709921
CCR4,3.1108816,3.018794,0.0018652975034179,0.0076898393850584
DVL1,3.108787,1.4684919,0.0018785698690061,0.0077435362254411
SGPP2,3.1082923,2.146728,0.0018817179236388,0.0077554916292032
RBL1,3.1081939,1.5587517,0.0018823454450432,0.0077570568873056
RPS29P16,3.1066027,1.317268,0.0018925059009321,0.0077979013375557
MTMR1,3.1059444,1.7971177,0.0018967240152866,0.0078142533740317
CDK11A,3.1034243,1.0056431,0.0019129509814841,0.0078800694883895
DNAJC14,3.103265,1.0941626,0.0019139812522613,0.007883276373264
PLXNA1,3.1027367,1.5825299,0.0019174010603386,0.0078963231093335
LANCL1,3.1018417,1.425493,0.0019232085468049,0.0079191981600487
APC,3.09685,1.2414409,0.0019558889434787,0.0080495319018483
SWSAP1,3.0947597,1.2570926,0.0019697240770737,0.0081032755981154
TET2,3.0920238,1.3936055,0.0019879690083209,0.0081761851595346
USP19,3.0906842,1.5102136,0.0019969591889284,0.0082120815818936
ATG14,3.089896,1.1252885,0.0020022666082396,0.0082328259711873
MMS22L,3.0886297,1.3493724,0.0020108194632617,0.0082658222678469
SGCB,3.0881202,1.4525394,0.0020142698776468,0.0082789188945917
MB21D2,3.0802982,2.1183693,0.002067933888247,0.0084927961666975
DGAT1,3.0786316,1.0915797,0.0020795367710731,0.0085393279788947
WDR92,3.0779166,1.3099474,0.0020845318811363,0.0085575950872242
TAF1A,3.0765247,1.5158005,0.0020942900225392,0.0085965279097701
CCDC61,3.075011,1.674252,0.0021049480648844,0.0086385581310679
MFN1,3.0747237,1.0716999,0.0021069760421645,0.0086452007412152
ATG16L1,3.0736232,1.0795517,0.0021147640891563,0.00867601918181
C20orf194,3.0735288,1.1028216,0.0021154328629144,0.0086776258837566
SIN3B,3.0720193,1.2962555,0.0021261596538848,0.008719343146403
TRIM32,3.071904,2.0291808,0.0021269811086158,0.0087215696034404
RPL12P32,3.068885,1.7889937,0.0021485921168998,0.0088078774250132
RNF25,3.067818,1.0789328,0.0021562790385982,0.0088382318336889
FAM189B,3.0668201,1.1103323,0.0021634904000612,0.008865468906729
ABCB7,3.0667236,1.0225264,0.002164188466623,0.0088671689450974
ZNF689,3.0664573,1.1616102,0.0021661168094925,0.0088727477004212
ZFP62,3.062868,1.0133885,0.0021922656691636,0.0089775085492
HAVCR2,3.061474,1.9135071,0.0022025005769492,0.00901706270461
TBCE,3.0604825,1.3812139,0.0022098070768122,0.0090457928333203
ERCC6L2,3.0595453,1.4717331,0.0022167323602436,0.0090717693022597
MED22,3.0594718,1.1950161,0.0022172754471535,0.0090728060018067
TADA1,3.0593336,1.7983236,0.0022182998856745,0.0090758118019543
RELL2,3.0592098,1.2737002,0.0022192160388018,0.0090783738425563
FAM20B,3.0586228,1.0982318,0.0022235686135593,0.0090949910985181
PFAS,3.058453,2.2361867,0.0022248292093642,0.0090972188168368
TTL,3.0554404,1.2907591,0.0022473022609792,0.0091872674100433
DOPEY2,3.055363,1.047471,0.0022478836360576,0.0091884444554307
APOOL,3.0546145,1.3887403,0.002253500203563,0.0092089982868394
FBXO45,3.053256,1.329556,0.0022637278437039,0.0092495866519919
NUP133,3.052671,1.2732308,0.0022681444938039,0.0092664238316146
PPCDC,3.05004,1.0406787,0.0022881092934566,0.0093455504940545
LIN52,3.0494277,1.3813722,0.0022927775151548,0.0093633959536995
BARD1,3.0478387,1.3197771,0.0023049364539606,0.0094105965979869
SLC41A1,3.0477233,1.5655785,0.0023058209929021,0.0094129805878434
KIF5C,3.044543,1.0602278,0.0023303410732285,0.0095093587050512
TAPT1,3.0418553,1.1188896,0.0023512486394495,0.0095934253518118
AXIN1,3.0404696,1.3744682,0.002362095574492,0.0096326614395572
TMEM184C,3.0395682,1.0380323,0.0023691764023746,0.0096592900503127
AC026412.1,3.0395596,1.1302655,0.0023692423616748,0.0096592900503127
AMIGO2,3.038958,1.3813294,0.0023739793318074,0.0096773423848747
ALDH3A2,3.0370734,1.1407154,0.0023888736123286,0.0097355228004192
MCM4,3.0320544,1.7367241,0.0024289546481298,0.0098872853598017
HCG11,3.0280669,1.2350377,0.0024612361900376,0.0100173880600897
FP565260.1,3.0263896,1.6723652,0.0024749310386017,0.0100692003312965
RPL34P6,3.0262973,1.1394829,0.0024756862742384,0.0100709643929687
GOLGA1,3.0255406,1.5554246,0.0024818906061113,0.0100935805647424
ZNF398,3.0248215,1.416526,0.0024877987571647,0.0101162944007251
RBM45,3.0234735,1.4972432,0.0024989090706311,0.0101601534749426
TMCC1,3.0200331,1.0002663,0.0025274697528381,0.0102722748482754
SLFN11,3.0172513,1.3151501,0.0025507834462203,0.0103616477016873
LCLAT1,3.016465,1.4371914,0.0025574072674028,0.0103872070242119
Z82206.1,3.0102952,1.1488142,0.0026099396849943,0.0105937025507984
EEF2K,3.009622,1.4957803,0.0026157287940284,0.0106158242734704
EVA1B,3.007687,1.0291669,0.0026324402047025,0.0106808779641623
OTUD1,3.0059826,1.3465286,0.0026472407888258,0.0107381469541296
SEPT7P2,3.0057626,1.0135902,0.0026491578394689,0.0107431396336758
ENOX2,3.0035949,1.0565426,0.0026681041128388,0.0108171705136731
ZNF16,3.0031483,1.7233047,0.0026720223214646,0.010831653405927
AL031729.1,3.0017436,1.3991026,0.0026843815145928,0.0108789373030566
RPL5P17,2.9990435,1.1264123,0.0027082875361572,0.0109715604922526
ZNF316,2.9979804,1.3371264,0.0027177509872672,0.0110056261203214
NRF1,2.9979072,1.1209533,0.0027184053962496,0.0110068526266614
NAPEPLD,2.9978504,1.0344846,0.0027189103244041,0.0110074736446107
PTPN23,2.9961839,1.1875274,0.0027338161153161,0.0110635280323979
TMEM268,2.9950433,1.7438436,0.002744058782098,0.0111021093844518
XPR1,2.991643,1.0488948,0.0027748069462975,0.0112221622701528
SRGAP2C,2.9915757,1.1993098,0.0027754167217003,0.011223178738623
FAM216A,2.9908357,1.1853715,0.0027821514333461,0.0112489596499871
UTP14C,2.9879909,1.508975,0.0028081801694537,0.0113483388339916
KNSTRN,2.9875946,1.4377218,0.0028118229859037,0.0113601276789204
ZNF761,2.9848294,1.2849408,0.0028373659884231,0.0114618457571302
MKL1,2.9837956,1.1478738,0.0028469674128234,0.0114976649894125
SLC43A1,2.9823534,1.6443703,0.002860416149378,0.0115504887868422
HOMER1,2.9815946,1.2389085,0.0028675156379263,0.0115776637187764
VLDLR,2.9717495,1.476887,0.0029610821669266,0.0119523583509913
TMEM121,2.9710681,1.2608715,0.002967659654655,0.0119758205241532
UBR3,2.9707515,1.1491561,0.0029707201901275,0.0119866262723047
TMEM234,2.9705608,1.1382033,0.0029725660092482,0.0119909835500608
KLHL6,2.9705608,1.1233182,0.0029725660092482,0.0119909835500608
RPS3AP5,2.9694078,1.341015,0.0029837443511941,0.012034525232544
STK39,2.9627619,1.6744304,0.0030489231536196,0.0122926645458387
SETD4,2.9615984,1.1805367,0.0030604672664878,0.0123376194902793
TSPYL4,2.961462,1.2825756,0.0030618218841505,0.0123414913767558
PTGIR,2.958745,1.6235566,0.0030889452692366,0.0124460127815039
PIGG,2.957506,1.1865138,0.0031013866204875,0.0124929263442795
