gene_symb,scores,logfoldchanges,pvals,pvals_adj
GRIPAP1,8.149338,1.2828299,3.6592375058015484e-16,3.231999592218683e-15
C12orf29,8.148308,1.1656916,3.690513791427896e-16,3.2587049442582867e-15
ZNF770,8.1442175,1.3284233,3.817415396822859e-16,3.3698081051570494e-15
AGO3,8.141264,1.2336407,3.9117279075885357e-16,3.452088853283671e-15
LSM12,8.137838,1.6119123,4.023979331021128e-16,3.5493340935838973e-15
MYCBP,8.137832,1.2566954,4.024188314720972e-16,3.5493340935838973e-15
AC091982.1,8.130046,1.1382784,4.2912868848039276e-16,3.7827838865454886e-15
RUNX1,8.121077,1.1225744,4.620647783116405e-16,4.069679401889108e-15
GLRX2,8.114551,1.2563434,4.875854886101665e-16,4.293247816049754e-15
TBC1D4,8.113773,2.7148902,4.907181302207472e-16,4.319616355170598e-15
TMED7,8.111735,1.362526,4.9901984326624515e-16,4.391458772487183e-15
CLPTM1L,8.110007,1.8141202,5.061657876572704e-16,4.453092716307051e-15
CCNK,8.109949,1.4917815,5.064103742901722e-16,4.453993041966175e-15
TMEM223,8.108291,1.1574506,5.133682710515427e-16,4.513921352118746e-15
DAP,8.108068,1.2561071,5.143078112864726e-16,4.520912936325306e-15
SCAF4,8.099947,1.1392369,5.498327559455817e-16,4.831830878869522e-15
STRBP,8.09472,1.576414,5.739612827168633e-16,5.042452784272645e-15
CTSZ,8.093863,1.380421,5.780182010065763e-16,5.076669815348361e-15
ABI3,8.092326,1.4010931,5.853597318484175e-16,5.1397079539836786e-15
PDCD1,8.090607,2.1680708,5.936815528034037e-16,5.211315699418944e-15
INO80C,8.085112,1.3189697,6.210705192898414e-16,5.448680030676443e-15
TAF6,8.084678,1.2502481,6.232859317794882e-16,5.466584260489512e-15
CSTF2T,8.081944,1.633129,6.37422081867367e-16,5.587724640004178e-15
AHCY,8.081016,1.6072185,6.422959927030917e-16,5.6270089052956076e-15
KDM2B,8.080599,1.5642942,6.44497336976473e-16,5.6431364983418186e-15
TXNDC11,8.079992,1.5561533,6.477075076267017e-16,5.669658868129622e-15
TSNAX,8.077597,1.1360174,6.605588906841475e-16,5.780536452267005e-15
UBL7,8.076923,1.3639605,6.642130402500233e-16,5.810889774593037e-15
AL591846.1,8.073856,1.2280384,6.811211563532834e-16,5.957146515803815e-15
TNPO3,8.073517,1.4962769,6.830192970580619e-16,5.972079645402116e-15
DICER1,8.070907,1.49602,6.977818492824462e-16,6.0977525768581284e-15
AC008105.3,8.069355,1.1562434,7.067048773486007e-16,6.174005696055254e-15
TRPC4AP,8.068932,1.2263938,7.091600944032541e-16,6.193727117394781e-15
FBXW11,8.064617,1.3602268,7.346580855683098e-16,6.414634500063957e-15
TIMM22,8.061953,1.249427,7.508543683651745e-16,6.554223899604678e-15
STARD3,8.059732,1.2502837,7.646174215679465e-16,6.672501696408577e-15
CD83,8.054808,1.2568668,7.960389666531285e-16,6.942834564032342e-15
PINX1,8.053495,1.3657092,8.046252063678262e-16,7.015767150259818e-15
PDS5B,8.051788,1.360168,8.159266480706668e-16,7.112327193134922e-15
VRK3,8.051564,1.2165582,8.17423800465463e-16,7.123394549505738e-15
C1orf109,8.049531,1.4844396,8.311201903385587e-16,7.240735748383587e-15
CMAHP,8.048541,2.0130906,8.378663573672647e-16,7.297478029353665e-15
USO1,8.044193,1.1457171,8.681544679276911e-16,7.5528715046635e-15
C16orf72,8.042134,1.3122281,8.828691212833602e-16,7.678754182362025e-15
GSK3A,8.041443,1.4240313,8.878689110862835e-16,7.719272897300531e-15
GAK,8.041422,1.3017327,8.880208545264127e-16,7.719272897300531e-15
RPL7AP11,8.038298,1.5800987,9.10949063002282e-16,7.916382490053968e-15
GALNT1,8.036969,1.4875209,9.208810661578093e-16,7.998254386259962e-15
RBM19,8.035994,1.9024321,9.282333223825202e-16,8.059876194431249e-15
RARA,8.0295515,1.3296874,9.78296430085609e-16,8.492220549600915e-15
SLMAP,8.026948,1.4514207,9.992767357631193e-16,8.671938434999728e-15
ZDHHC18,8.022179,1.8566569,1.0388626701122038e-15,9.007983678727004e-15
HIVEP3,8.021698,2.292124,1.0429319266207995e-15,9.040764549951236e-15
SLC10A3,8.011409,1.1213006,1.1340194122655809e-15,9.827645119692111e-15
SYS1,8.008612,1.1303685,1.1601030672781917e-15,1.0050909557152036e-14
CMAS,8.007233,1.0017006,1.1731856839603476e-15,1.0158979241256936e-14
KCTD20,8.007228,1.1406953,1.1732256694575417e-15,1.0158979241256936e-14
SMC4,8.001239,1.3139085,1.23173746792069e-15,1.065973793755244e-14
ASPSCR1,8.000637,1.3773837,1.2377717905620104e-15,1.0709000423953332e-14
HNRNPUL2,7.9981923,1.2753738,1.2625884563082086e-15,1.092069258438296e-14
RBM4,7.9944377,1.0018061,1.3016649914347382e-15,1.1255573749465089e-14
MCM6,7.991616,1.8087872,1.3318141832535796e-15,1.1509918269901416e-14
RCN1,7.9907627,1.295774,1.3410653137965238e-15,1.1586671092793311e-14
NUDCD3,7.988989,1.4501783,1.3604979383249705e-15,1.1748083548508868e-14
MAP3K2,7.984769,1.14897,1.4078587026799776e-15,1.2153698329090924e-14
PSD4,7.9842005,1.7763866,1.4143574200125402e-15,1.2202819549551312e-14
RPP25L,7.9841695,1.0424633,1.4147179893606484e-15,1.2202819549551312e-14
AC018738.1,7.9831944,1.1779572,1.4259406594339634e-15,1.2296234642670568e-14
KIF3B,7.9795065,1.9938217,1.4691925803982139e-15,1.2662232007940676e-14
GANAB,7.977517,1.2958246,1.493061483333921e-15,1.286440509209367e-14
TUBG1,7.976322,1.7170966,1.5075810924753705e-15,1.2985934411690871e-14
PI4KB,7.973586,1.3515193,1.541349107744557e-15,1.3269502862961184e-14
MATK,7.971236,1.3501736,1.5709499920475492e-15,1.3520619901319631e-14
RCHY1,7.96797,1.2010859,1.6130220478594162e-15,1.3871280785643004e-14
DDX10,7.9635463,1.5234804,1.6717741540809824e-15,1.4368630397592542e-14
FUBP3,7.9620724,1.3821523,1.6918131373041345e-15,1.4536871883131108e-14
ZNF37A,7.961733,1.6311616,1.696464374644147e-15,1.4572838418239475e-14
NOL8,7.957555,1.3174202,1.7547270262320613e-15,1.5069187580458603e-14
GPATCH2L,7.95555,1.1550475,1.7833694318185592e-15,1.5310962511563177e-14
SFXN4,7.955446,1.9805697,1.784880070968277e-15,1.5319731332809134e-14
NMD3,7.9544663,1.2186229,1.799050435539589e-15,1.543712474299262e-14
MVB12A,7.953932,1.3851602,1.806834709547065e-15,1.5499671668665248e-14
GRINA,7.953391,1.4153556,1.814744321961673e-15,1.556325923444041e-14
SYTL1,7.944437,1.283319,1.9507474365455872e-15,1.672504189093069e-14
SLC16A1,7.944332,2.373016,1.9523976151479102e-15,1.6734607645194692e-14
SURF6,7.9412317,1.1617118,2.00183655657878e-15,1.7153668424476786e-14
RAB28,7.9388185,1.2421265,2.0411625939530133e-15,1.748586647859447e-14
MAGT1,7.9347787,1.3942808,2.1087120621394475e-15,1.8059596109860024e-14
PELP1,7.933554,1.7473267,2.1296150126974682e-15,1.823295344718112e-14
NPLOC4,7.933525,1.3872631,2.1301186071919946e-15,1.823295344718112e-14
TGFBR2,7.9332542,1.1589638,2.134764393127624e-15,1.826772558437252e-14
QDPR,7.932292,1.3774774,2.1513758098108748e-15,1.8404843710652542e-14
ITFG2,7.9289484,1.0584527,2.2100953750834155e-15,1.890202029206141e-14
DCTN5,7.9168935,1.4164939,2.4351796002460626e-15,2.0810018685399685e-14
IL21R,7.912189,2.3967888,2.5290179206995707e-15,2.160602458800116e-14
RALGDS,7.9114385,1.0735737,2.5443143413821965e-15,2.1730776416535176e-14
MOGS,7.898478,1.3646663,2.823290799130085e-15,2.409377438309133e-14
MAN1A2,7.8935976,1.3392683,2.935976420384796e-15,2.5041775455916192e-14
ELMO1,7.886849,1.0383197,3.0991171877928917e-15,2.641885604872944e-14
SLC44A2,7.8863063,1.348044,3.112624878072424e-15,2.652678213318608e-14
CASP2,7.8850126,1.0922962,3.1450374088620776e-15,2.67957187235049e-14
WIPF2,7.8701696,1.0807648,3.541607336183795e-15,3.0133496549796414e-14
TFPT,7.861417,1.2865963,3.798124593766701e-15,3.2272206012328133e-14
XPC,7.8582597,1.0335172,3.895074349378223e-15,3.308699754568137e-14
CTSA,7.855876,1.0250024,3.969879727742272e-15,3.3713291064642875e-14
BCL2L12,7.8544483,1.5127454,4.015359410296131e-15,3.409027074180644e-14
SPG7,7.8542657,1.0697014,4.0212064169918576e-15,3.4130657121830325e-14
WDR12,7.8498044,1.7731115,4.166861830698324e-15,3.5357347095120663e-14
EIF2B5,7.8466053,1.2768421,4.274497753927908e-15,3.6251029028503994e-14
DNAJB12,7.8464103,1.3585703,4.2811452527255916e-15,3.629757351965638e-14
AGPAT3,7.845557,1.7004441,4.310356927407024e-15,3.6535350772615406e-14
CXXC1,7.844773,1.1376469,4.3373730471358345e-15,3.6749974995688035e-14
RPL5P4,7.844754,1.4031605,4.338025217465522e-15,3.6749974995688035e-14
TMEM5,7.842578,1.2840915,4.413893442270825e-15,3.7382585223408655e-14
SYMPK,7.84167,1.242457,4.44592649024973e-15,3.764370046949954e-14
EEF1B2P2,7.8410726,1.2136682,4.467135378352827e-15,3.7813051049366144e-14
TMA7,7.8389573,1.0419888,4.543025899408257e-15,3.8445049712532956e-14
CBWD2,7.8318233,1.7643303,4.808456686014015e-15,4.0680245148820544e-14
EFR3A,7.8295507,1.3013586,4.896170696585111e-15,4.1411129303289145e-14
KLC2,7.828928,1.771842,4.920476699026189e-15,4.1605467438079674e-14
LIN7C,7.825777,1.574228,5.04531310607774e-15,4.2649513678293775e-14
STAG1,7.823825,1.0842137,5.124198580872424e-15,4.3304664444182587e-14
SEL1L3,7.82084,1.4748377,5.247211441244282e-15,4.4320323020447735e-14
TPST2,7.82084,1.0913712,5.247211441244282e-15,4.4320323020447735e-14
AC026366.1,7.808049,1.575531,5.8079921728609906e-15,4.9017262243787204e-14
CCDC137,7.807267,1.1806062,5.844128564002253e-15,4.9308948926832274e-14
ADO,7.8068333,1.8790301,5.864278203961613e-15,4.9465628998987634e-14
ARCN1,7.7979712,1.1514988,6.291023023414757e-15,5.303667794457174e-14
COPS4,7.7892356,1.0040643,6.741585951087053e-15,5.6774017674687113e-14
MED1,7.789198,1.5050085,6.743599518011813e-15,5.67757043582866e-14
TRIB3,7.78525,1.0635374,6.957543831077406e-15,5.854545952562878e-14
DPP9,7.7844806,1.5684946,7.000013171611121e-15,5.888699957450721e-14
TMC6,7.783556,1.268839,7.051383426595203e-15,5.930321420094612e-14
TRNT1,7.7826233,1.4547119,7.103595701258968e-15,5.972628490926948e-14
WDR3,7.7812333,1.9999015,7.182092661261024e-15,6.0370068004495e-14
UTP6,7.7792816,1.082227,7.293762890975482e-15,6.129227318285918e-14
TM2D2,7.778491,1.1384841,7.339467294610052e-15,6.165979620647582e-14
GLYR1,7.7782774,1.31049,7.351881315209207e-15,6.174752034885072e-14
RAD1,7.775516,1.0686123,7.514036369019034e-15,6.307560127355361e-14
CNP,7.7725163,1.1290045,7.69421901555905e-15,6.453621526819432e-14
SKA2,7.771229,1.3565909,7.772827637086844e-15,6.5178094843285e-14
XIAP,7.768214,1.1753893,7.960037110985004e-15,6.671218468470331e-14
THUMPD3,7.767602,1.4124013,7.998590353005704e-15,6.701735684853135e-14
ASXL2,7.760279,1.4186078,8.474270645044662e-15,7.096493398421862e-14
PDE4A,7.754147,1.5963362,8.893932608861339e-15,7.445933794546988e-14
DRAM2,7.7537527,1.0029476,8.921594537606711e-15,7.467095604571071e-14
APTX,7.750933,1.5886395,9.121979923289296e-15,7.630732390545316e-14
CPOX,7.748587,1.5212809,9.292064804177286e-15,7.768860910109347e-14
SP140,7.74213,1.5900488,9.776499126290222e-15,8.169521327549324e-14
FO393411.1,7.7419057,1.4909153,9.793767780654072e-15,8.181767955711305e-14
ZNF326,7.7317543,1.0414116,1.0607433593493178e-14,8.854421574136629e-14
AP1S1,7.7316666,1.2509729,1.0614774627516967e-14,8.858187856134962e-14
OSBPL9,7.729218,1.2031535,1.0820940020576554e-14,9.027829815728018e-14
WASHC3,7.72491,1.0329598,1.1193278628967143e-14,9.33349526369082e-14
TIMM10B,7.7239013,1.2440001,1.1282233963841488e-14,9.405165805160833e-14
UHRF1BP1L,7.7233667,1.5044206,1.1329675017209805e-14,9.442200012346453e-14
XRN1,7.7181883,1.1709641,1.1799481384232122e-14,9.831121916489941e-14
WDR36,7.716226,1.7082685,1.1982477620124658e-14,9.980935269053557e-14
EPN1,7.7141128,1.1856297,1.2182674011726356e-14,1.0144992180350105e-13
PAN3,7.7104564,1.0771304,1.2536847111736108e-14,1.043715022375882e-13
LYRM7,7.6996617,1.0608534,1.3642682791062784e-14,1.1339687838358559e-13
HCP5,7.695016,1.5878606,1.4147644187352251e-14,1.1751591414268432e-13
SESN2,7.6942697,1.7871392,1.4230462687618142e-14,1.1815699210077208e-13
SELPLG,7.6920285,1.0482212,1.4482028115002944e-14,1.2018202552580364e-13
MED13,7.687276,1.340278,1.5030083034922706e-14,1.2464944733434622e-13
SUPT6H,7.687257,1.3915048,1.5032298972708994e-14,1.2464944733434622e-13
FADD,7.6822777,1.327968,1.5628436313754547e-14,1.2952407872418438e-13
FAM98B,7.681905,1.2172368,1.5674040714582462e-14,1.298676604430515e-13
DUSP12,7.680609,1.2641809,1.583339379835976e-14,1.3115327862974668e-13
MRPL49,7.6796927,1.0859848,1.5947036472756254e-14,1.320596823587599e-13
PTPN18,7.679322,1.0871114,1.5993293657188374e-14,1.324077254627777e-13
UROD,7.6737976,1.1862583,1.6697739091938234e-14,1.3813022687124914e-13
NAAA,7.6721773,1.0318515,1.6910124238492913e-14,1.3985021131311454e-13
SLC39A7,7.671848,1.1865155,1.6953584267176313e-14,1.4017261077094204e-13
CUL4A,7.670609,1.0624306,1.7118169808356263e-14,1.414960440521233e-13
IGF2R,7.664481,1.4877349,1.79555825356315e-14,1.483787924975344e-13
NFYC,7.662764,1.2862141,1.8197360602314448e-14,1.5033708649579625e-13
FBXW7,7.661521,1.3041073,1.8374417129808493e-14,1.5175979286505766e-13
KLC1,7.660942,1.0023268,1.8457401455996684e-14,1.524049833830992e-13
RAC1P2,7.6606026,1.3144987,1.8506281247991254e-14,1.5276830270388986e-13
RCC1L,7.6599255,1.402966,1.8604119480826847e-14,1.5346209493172245e-13
ARHGAP4,7.6599193,1.623572,1.8605030575862107e-14,1.5346209493172245e-13
UBR5,7.659529,1.1653646,1.8661604276152392e-14,1.5388819897039968e-13
EIF1AD,7.652967,1.3233862,1.9639406635399535e-14,1.6173841692819437e-13
JPT2,7.652917,1.4786965,1.9647095528465742e-14,1.617591922408075e-13
PMPCA,7.65008,1.3535676,2.0085379600015902e-14,1.6523734121284758e-13
ATF6,7.647028,1.3342878,2.0567775099776794e-14,1.691170184215103e-13
IL10RB,7.6435475,1.1766603,2.1131672743158223e-14,1.7366241607900977e-13
C11orf57,7.6354723,1.1505992,2.2499434964396893e-14,1.8475735855500426e-13
TMEM199,7.634837,1.2912816,2.2610645500600688e-14,1.8562189860233566e-13
NRDE2,7.6280403,1.434273,2.3834930747472722e-14,1.955188673393027e-13
MT-ATP8,7.625453,1.0796549,2.4317866513101673e-14,1.994281609197817e-13
CASP3,7.6219583,1.537517,2.4985573351662022e-14,2.048502977779234e-13
HLA-DQB1,7.6202707,2.074612,2.5314435862347143e-14,2.0749222546752654e-13
WRAP73,7.619277,1.5314419,2.5510064282241903e-14,2.0898629585067407e-13
FAM208B,7.619046,1.2916882,2.555567543500258e-14,2.093051931847674e-13
GON4L,7.617801,1.1638792,2.5803365225015497e-14,2.112785482637187e-13
FRYL,7.615755,1.1743859,2.6215480513757384e-14,2.145968393114399e-13
CREBBP,7.6104026,1.0866159,2.732434555357132e-14,2.2349858506475226e-13
COPS7B,7.6084695,1.2386725,2.7736038924635492e-14,2.2680676802540147e-13
KIN,7.608065,1.2266394,2.782298676493072e-14,2.274583651688632e-13
KLF3,7.6041675,1.1287507,2.8674326000613775e-14,2.34357040304155e-13
RCC2,7.603549,1.5008105,2.8811757862403875e-14,2.353764830051113e-13
ADAP1,7.6035385,2.0079992,2.8814092790348174e-14,2.353764830051113e-13
ARL8A,7.600199,1.3787252,2.956755506099741e-14,2.4146836633147893e-13
PPP6R2,7.599505,1.1264665,2.9726526918420704e-14,2.4270333359652426e-13
SPG11,7.5985637,1.0152032,2.99435158039152e-14,2.44411215676848e-13
EIPR1,7.598436,1.3725282,2.997311530035449e-14,2.445890573806097e-13
COMMD4,7.595289,1.5240768,3.0710591395928673e-14,2.505417736315588e-13
EMC3-AS1,7.5944424,1.2934688,3.0912115316733455e-14,2.521201465700029e-13
HIPK2,7.594314,1.0893748,3.09426562316058e-14,2.52303518038492e-13
CCZ1B,7.5933876,1.4966153,3.1164841004943194e-14,2.5404903324805417e-13
ZCCHC6,7.5877438,1.0919797,3.255233417643998e-14,2.652905089532828e-13
PARVB,7.583102,1.1931342,3.373884031968192e-14,2.7488858424396583e-13
IFNAR2,7.57931,1.2127974,3.4739789387927284e-14,2.828966308258495e-13
MRPL10,7.5768824,1.1619436,3.5395800436410725e-14,2.881637824920583e-13
GPAT4,7.5756664,1.0904896,3.5728936178624594e-14,2.908002913150285e-13
ZFP91,7.5744104,1.3483751,3.607622135469159e-14,2.935505631072631e-13
PTPN4,7.5731254,1.0988278,3.6435059974207934e-14,2.9639339123211856e-13
OGFOD1,7.571605,1.4402926,3.6863993746140365e-14,2.9980480732088334e-13
PIGP,7.5666327,1.1029515,3.830234060873876e-14,3.114216013503556e-13
TTC37,7.565255,1.3616521,3.8710402598204063e-14,3.146576884092335e-13
ZDHHC3,7.564641,1.3933818,3.88937601287366e-14,3.160660584975011e-13
ENOSF1,7.5639467,1.6620189,3.910192532537614e-14,3.176752423100292e-13
MNAT1,7.5626135,1.1949275,3.9504984012192925e-14,3.207833387981775e-13
SLC35F2,7.5602465,2.0791547,4.023056412352413e-14,3.265057525328316e-13
KIAA0040,7.55858,1.5613648,4.07493375856492e-14,3.305446914881508e-13
FAR1,7.557557,1.4028949,4.107103203171887e-14,3.32981637479324e-13
VTA1,7.556018,1.2637796,4.155960044345055e-14,3.3676828402817813e-13
IKBKB,7.555819,1.2723571,4.1623251014120767e-14,3.3719679495553313e-13
SEPHS1,7.5552573,1.8948165,4.1803329726551656e-14,3.38568043732038e-13
AGPS,7.550234,1.4775716,4.344770548306631e-14,3.517040088883892e-13
COIL,7.5451417,1.1964537,4.51796214681542e-14,3.6534584911915714e-13
ZNF580,7.544414,1.0802772,4.54325161073494e-14,3.672960268105389e-13
RMND5A,7.5443616,1.045914,4.545078984141243e-14,3.673489108736357e-13
WDR5,7.5434203,1.7144976,4.578021930344781e-14,3.699159862220012e-13
ATP2B1,7.542865,1.0564548,4.597574928198547e-14,3.7140007372761785e-13
ZNF430,7.5379696,1.0704161,4.7734502673696363e-14,3.855081282476417e-13
ZNF101,7.535215,1.3051604,4.875314020525343e-14,3.9363320602544873e-13
SCO1,7.5340157,1.4185803,4.9203214382084625e-14,3.9716469335330023e-13
CALU,7.5326843,1.3795654,4.970764551374575e-14,4.0113301254662206e-13
GNB1L,7.528569,1.7465546,5.1299384924565204e-14,4.137648226102682e-13
TRAF5,7.5284514,1.3340496,5.13455212837749e-14,4.1403029021794396e-13
THOC1,7.527022,1.3560487,5.1910680646896797e-14,4.184797429801713e-13
CHPF,7.5238814,1.7546442,5.3173600639063083e-14,4.284401980467586e-13
R3HCC1,7.519703,1.3446344,5.490077376631239e-14,4.421291479930574e-13
RPAP3,7.513282,1.5101603,5.766329908992938e-14,4.640183905949059e-13
TMEM216,7.512198,1.0631733,5.814287422337214e-14,4.67749307646386e-13
SMARCD1,7.5121474,1.1902698,5.816523188566238e-14,4.67749307646386e-13
AZI2,7.5121326,1.116294,5.817175446249008e-14,4.67749307646386e-13
ZDHHC4,7.5073004,1.0147233,6.035911767026639e-14,4.852129225606448e-13
POGK,7.504948,1.4624021,6.145291833431821e-14,4.938789337694655e-13
EP300,7.498751,1.1762578,6.442878599585064e-14,5.176622320544212e-13
ATAD1,7.496902,1.056955,6.534383980814533e-14,5.247450546891096e-13
MRPL45,7.496162,1.1677498,6.571363816804271e-14,5.27579416584509e-13
MMD,7.495902,2.0770938,6.584402667203855e-14,5.2849072523153e-13
TPD52,7.494485,1.2240977,6.655933965338088e-14,5.340952034564347e-13
CTAGE5,7.493122,1.004073,6.725434265132027e-14,5.392575474405862e-13
RARG,7.492143,1.7346907,6.775807477548557e-14,5.431574703776829e-13
QKI,7.4918056,1.293863,6.793259661855532e-14,5.444170802978208e-13
SEL1L,7.489596,1.258479,6.908608409686593e-14,5.532364141066419e-13
CPSF2,7.4875474,1.1426796,7.01724873160657e-14,5.617925723225091e-13
DLG1,7.4861574,1.0900288,7.091927656454225e-14,5.676261422577664e-13
CCDC186,7.4831133,1.0672033,7.258217605051218e-14,5.807872512950645e-13
OGDH,7.4794784,1.1872417,7.461830698108888e-14,5.967749195108234e-13
KCTD17,7.4789414,1.8551321,7.492363053924016e-14,5.989108490717764e-13
NME2,7.4786377,1.7142088,7.509711215747272e-14,6.001443794697878e-13
UBE3C,7.477671,1.4268503,7.565129153554445e-14,6.044188796298628e-13
DENND4A,7.4752917,1.0650936,7.70328929285559e-14,6.151433079535867e-13
RBBP8,7.47456,1.8097947,7.746268427433649e-14,6.184176714211498e-13
PXK,7.473694,1.4533626,7.797433709922579e-14,6.221851347894647e-13
GDE1,7.472629,1.1951046,7.860824031290865e-14,6.270834681369385e-13
CDC16,7.4701843,1.317763,8.008244245569829e-14,6.38518297868696e-13
NUP210,7.4696455,1.0939122,8.04110106623452e-14,6.409748357557766e-13
MORC3,7.4659896,1.1803049,8.267594461360411e-14,6.588614155756065e-13
ERN1,7.464583,1.0305012,8.356397759155313e-14,6.657688810099542e-13
IFNAR1,7.462266,1.0486887,8.504686170128773e-14,6.774109098776444e-13
MALT1,7.4597464,1.0948999,8.668929414649761e-14,6.901420007681126e-13
TIA1,7.458786,1.187578,8.732328179383826e-14,6.950125257363676e-13
AGA,7.4582496,1.5666724,8.76796337250343e-14,6.976714133582083e-13
MRPS27,7.4560814,1.5612236,8.91335646007706e-14,7.090602238858557e-13
SLC20A1,7.4529915,1.3095026,9.124723949538829e-14,7.255059207313618e-13
TBC1D20,7.4525514,1.1228491,9.155235546623273e-14,7.277470936794142e-13
GCFC2,7.4486284,1.7419794,9.431543786218009e-14,7.495204758636345e-13
PTP4A3,7.4482408,3.0518677,9.459305695310193e-14,7.515359569293515e-13
MRPL2,7.447002,1.0762396,9.548532963074674e-14,7.582402120386283e-13
AC012618.1,7.4457583,1.1590073,9.638893499549718e-14,7.652215881450335e-13
RPL17P36,7.445438,1.0225466,9.6623434999347e-14,7.668888145157297e-13
ZC3H4,7.4450836,1.02165,9.688310965286241e-14,7.68560184023505e-13
CETN3,7.4441843,1.1984459,9.75453682355877e-14,7.73617787442879e-13
ANAPC10,7.435685,1.1394807,1.0402742583422808e-13,8.246082861507634e-13
